transaction_id,user_id,datetime,amount,merchant,category,channel,payment_type,location,hour,day_of_week,is_weekend,time_bucket,category_avg_amount,category_std_amount,category_txn_count,merchant_avg_amount,merchant_txn_count,amount_zscore,flags,reasons
TXN000372,U001,2025-06-03 08:28:00,341.57,IKEA,Shopping,DEBIT CARD,DEBIT,Shah Alam,8,1,False,MORNING,287.1,137.94,177,300.27,46,0.39,NORMAL,No unusual spending behavior detected
TXN000373,U001,2025-06-03 15:09:00,32.26,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Shah Alam,15,1,False,AFTERNOON,71.84,34.34,263,71.35,45,-1.15,NORMAL,No unusual spending behavior detected
TXN000377,U001,2025-06-04 15:07:00,59.03,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,15,2,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.37,NORMAL,No unusual spending behavior detected
TXN000376,U001,2025-06-04 15:39:00,76.5,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,15,2,False,AFTERNOON,83.21,22.89,142,81.18,45,-0.29,NORMAL,No unusual spending behavior detected
TXN000375,U001,2025-06-04 18:18:00,25.57,TNG TRANSIT,Transport,E-WALLET,DEBIT,Shah Alam,18,2,False,EVENING,27.72,12.25,129,27.53,54,-0.18,NORMAL,No unusual spending behavior detected
TXN000374,U001,2025-06-04 19:04:00,109.18,IKEA,Shopping,DEBIT CARD,DEBIT,Shah Alam,19,2,False,EVENING,287.1,137.94,177,300.27,46,-1.29,NORMAL,No unusual spending behavior detected
TXN000378,U001,2025-06-05 10:35:00,220.81,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,10,3,False,MORNING,287.1,137.94,177,252.19,45,-0.48,NORMAL,No unusual spending behavior detected
TXN000379,U001,2025-06-05 18:40:00,219.02,GIANT,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,18,3,False,EVENING,141.85,61.78,177,122.73,45,1.25,NORMAL,No unusual spending behavior detected
TXN000382,U001,2025-06-06 08:55:00,27.25,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,8,4,False,MORNING,27.72,12.25,129,27.53,54,-0.04,NORMAL,No unusual spending behavior detected
TXN000381,U001,2025-06-06 10:58:00,17.33,RAPIDKL,Transport,E-WALLET,DEBIT,Kuala Lumpur,10,4,False,MORNING,27.72,12.25,129,26.39,39,-0.85,NORMAL,No unusual spending behavior detected
TXN000383,U001,2025-06-06 14:12:00,489.89,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,14,4,False,AFTERNOON,287.1,137.94,177,300.27,46,1.47,NORMAL,No unusual spending behavior detected
TXN000380,U001,2025-06-06 16:15:00,57.23,GRAB*FOOD,Food,E-WALLET,DEBIT,Kuala Lumpur,16,4,False,AFTERNOON,71.84,34.34,263,71.35,45,-0.43,NORMAL,No unusual spending behavior detected
TXN000385,U001,2025-06-07 10:44:00,41.15,GRAB,Transport,E-WALLET,DEBIT,Petaling Jaya,10,5,True,MORNING,27.72,12.25,129,29.45,36,1.1,NORMAL,No unusual spending behavior detected
TXN000384,U001,2025-06-07 13:25:00,109.11,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,13,5,True,AFTERNOON,83.21,22.89,142,85.28,42,1.13,NORMAL,No unusual spending behavior detected
TXN000386,U001,2025-06-07 20:37:00,47.06,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Kuala Lumpur,20,5,True,EVENING,71.84,34.34,263,75.05,62,-0.72,NORMAL,No unusual spending behavior detected
TXN000387,U001,2025-06-08 11:37:00,91.04,KFC,Food,DEBIT CARD,DEBIT,Petaling Jaya,11,6,True,MORNING,71.84,34.34,263,70.94,50,0.56,NORMAL,No unusual spending behavior detected
TXN000388,U001,2025-06-08 12:56:00,173.97,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Shah Alam,12,6,True,AFTERNOON,141.85,61.78,177,146.37,36,0.52,NORMAL,No unusual spending behavior detected
TXN000390,U001,2025-06-08 18:01:00,146.7,GIANT,Grocery,E-WALLET,DEBIT,Shah Alam,18,6,True,EVENING,141.85,61.78,177,122.73,45,0.08,NORMAL,No unusual spending behavior detected
TXN000389,U001,2025-06-08 21:55:00,210.16,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Shah Alam,21,6,True,EVENING,141.85,61.78,177,146.37,36,1.11,NORMAL,No unusual spending behavior detected
TXN000393,U001,2025-06-09 09:22:00,43.81,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,9,0,False,MORNING,71.84,34.34,263,70.94,50,-0.82,NORMAL,No unusual spending behavior detected
TXN000392,U001,2025-06-09 11:27:00,207.67,AEON,Grocery,E-WALLET,DEBIT,Shah Alam,11,0,False,MORNING,141.85,61.78,177,148.39,49,1.07,NORMAL,No unusual spending behavior detected
TXN000394,U001,2025-06-09 12:12:00,172.57,LAZADA,Shopping,E-WALLET,DEBIT,Petaling Jaya,12,0,False,AFTERNOON,287.1,137.94,177,299.9,51,-0.83,NORMAL,No unusual spending behavior detected
TXN000391,U001,2025-06-09 20:34:00,22.29,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,20,0,False,EVENING,71.84,34.34,263,65.96,57,-1.44,NORMAL,No unusual spending behavior detected
TXN000395,U001,2025-06-10 08:24:00,266.92,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,8,1,False,MORNING,287.1,137.94,177,300.27,46,-0.15,NORMAL,No unusual spending behavior detected
TXN000396,U001,2025-06-10 21:25:00,102.54,PETRONAS,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,21,1,False,EVENING,83.21,22.89,142,83.28,55,0.84,NORMAL,No unusual spending behavior detected
TXN000397,U001,2025-06-11 08:15:00,442.89,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,8,2,False,MORNING,287.1,137.94,177,300.27,46,1.13,NORMAL,No unusual spending behavior detected
TXN000398,U001,2025-06-11 14:55:00,89.01,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Petaling Jaya,14,2,False,AFTERNOON,71.84,34.34,263,75.05,62,0.5,NORMAL,No unusual spending behavior detected
TXN000400,U001,2025-06-11 17:53:00,88.56,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,17,2,False,AFTERNOON,71.84,34.34,263,75.97,49,0.49,NORMAL,No unusual spending behavior detected
TXN000399,U001,2025-06-11 20:50:00,16.58,GRAB,Transport,E-WALLET,DEBIT,Petaling Jaya,20,2,False,EVENING,27.72,12.25,129,29.45,36,-0.91,NORMAL,No unusual spending behavior detected
TXN000401,U001,2025-06-12 17:02:00,64.24,PETRONAS,Fuel,DEBIT CARD,DEBIT,Shah Alam,17,3,False,AFTERNOON,83.21,22.89,142,83.28,55,-0.83,NORMAL,No unusual spending behavior detected
TXN000403,U001,2025-06-13 08:18:00,104.97,PETRONAS,Fuel,E-WALLET,DEBIT,Petaling Jaya,8,4,False,MORNING,83.21,22.89,142,83.28,55,0.95,NORMAL,No unusual spending behavior detected
TXN000402,U001,2025-06-13 09:26:00,82.33,GRAB*FOOD,Food,E-WALLET,DEBIT,Petaling Jaya,9,4,False,MORNING,71.84,34.34,263,71.35,45,0.31,NORMAL,No unusual spending behavior detected
TXN000404,U001,2025-06-13 15:51:00,14.72,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,15,4,False,AFTERNOON,71.84,34.34,263,75.97,49,-1.66,NORMAL,No unusual spending behavior detected
TXN000405,U001,2025-06-14 13:21:00,30.64,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Shah Alam,13,5,True,AFTERNOON,71.84,34.34,263,75.97,49,-1.2,NORMAL,No unusual spending behavior detected
TXN000406,U001,2025-06-14 15:14:00,44.67,MCDONALDS,Food,DEBIT CARD,DEBIT,Petaling Jaya,15,5,True,AFTERNOON,71.84,34.34,263,65.96,57,-0.79,NORMAL,No unusual spending behavior detected
TXN000407,U001,2025-06-15 19:10:00,87.02,GRAB*FOOD,Food,E-WALLET,DEBIT,Shah Alam,19,6,True,EVENING,71.84,34.34,263,71.35,45,0.44,NORMAL,No unusual spending behavior detected
TXN000408,U001,2025-06-16 11:13:00,88.56,LOTUS,Grocery,E-WALLET,DEBIT,Kuala Lumpur,11,0,False,MORNING,141.85,61.78,177,149.89,47,-0.86,NORMAL,No unusual spending behavior detected
TXN000409,U001,2025-06-16 13:01:00,167.44,LOTUS,Grocery,E-WALLET,DEBIT,Kuala Lumpur,13,0,False,AFTERNOON,141.85,61.78,177,149.89,47,0.41,NORMAL,No unusual spending behavior detected
TXN000410,U001,2025-06-17 16:42:00,209.15,IKEA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,16,1,False,AFTERNOON,287.1,137.94,177,300.27,46,-0.57,NORMAL,No unusual spending behavior detected
TXN000411,U001,2025-06-17 16:53:00,349.59,UNIQLO,Shopping,E-WALLET,DEBIT,Kuala Lumpur,16,1,False,AFTERNOON,287.1,137.94,177,296.04,35,0.45,NORMAL,No unusual spending behavior detected
TXN000412,U001,2025-06-17 19:26:00,24.12,KFC,Food,DEBIT CARD,DEBIT,Kuala Lumpur,19,1,False,EVENING,71.84,34.34,263,70.94,50,-1.39,NORMAL,No unusual spending behavior detected
TXN000413,U001,2025-06-18 16:38:00,123.58,SHOPEE,Shopping,DEBIT CARD,DEBIT,Shah Alam,16,2,False,AFTERNOON,287.1,137.94,177,252.19,45,-1.19,NORMAL,No unusual spending behavior detected
TXN000416,U001,2025-06-19 16:24:00,70.99,GIANT,Grocery,E-WALLET,DEBIT,Petaling Jaya,16,3,False,AFTERNOON,141.85,61.78,177,122.73,45,-1.15,NORMAL,No unusual spending behavior detected
TXN000415,U001,2025-06-19 17:17:00,76.65,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Kuala Lumpur,17,3,False,AFTERNOON,71.84,34.34,263,75.05,62,0.14,NORMAL,No unusual spending behavior detected
TXN000414,U001,2025-06-19 18:53:00,469.33,LAZADA,Shopping,DEBIT CARD,DEBIT,Shah Alam,18,3,False,EVENING,287.1,137.94,177,299.9,51,1.32,NORMAL,No unusual spending behavior detected
TXN000417,U001,2025-06-20 20:07:00,85.77,MCDONALDS,Food,E-WALLET,DEBIT,Shah Alam,20,4,False,EVENING,71.84,34.34,263,65.96,57,0.41,NORMAL,No unusual spending behavior detected
TXN000419,U001,2025-06-21 09:39:00,77.73,AEON,Grocery,E-WALLET,DEBIT,Kuala Lumpur,9,5,True,MORNING,141.85,61.78,177,148.39,49,-1.04,NORMAL,No unusual spending behavior detected
TXN000418,U001,2025-06-21 17:13:00,80.1,SHELL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,17,5,True,AFTERNOON,83.21,22.89,142,81.18,45,-0.14,NORMAL,No unusual spending behavior detected
TXN000423,U001,2025-06-22 15:43:00,195.87,AEON,Grocery,DEBIT CARD,DEBIT,Petaling Jaya,15,6,True,AFTERNOON,141.85,61.78,177,148.39,49,0.87,NORMAL,No unusual spending behavior detected
TXN000422,U001,2025-06-22 16:04:00,282.45,LAZADA,Shopping,DEBIT CARD,DEBIT,Shah Alam,16,6,True,AFTERNOON,287.1,137.94,177,299.9,51,-0.03,NORMAL,No unusual spending behavior detected
TXN000421,U001,2025-06-22 17:07:00,99.9,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,17,6,True,AFTERNOON,83.21,22.89,142,81.18,45,0.73,NORMAL,No unusual spending behavior detected
TXN000420,U001,2025-06-22 19:46:00,221.78,IKEA,Shopping,E-WALLET,DEBIT,Kuala Lumpur,19,6,True,EVENING,287.1,137.94,177,300.27,46,-0.47,NORMAL,No unusual spending behavior detected
TXN000424,U001,2025-06-23 13:41:00,47.45,TNG TRANSIT,Transport,E-WALLET,DEBIT,Petaling Jaya,13,0,False,AFTERNOON,27.72,12.25,129,27.53,54,1.61,NORMAL,No unusual spending behavior detected
TXN000425,U001,2025-06-23 18:53:00,81.72,MCDONALDS,Food,DEBIT CARD,DEBIT,Shah Alam,18,0,False,EVENING,71.84,34.34,263,65.96,57,0.29,NORMAL,No unusual spending behavior detected
TXN000426,U001,2025-06-24 17:10:00,47.35,KFC,Food,E-WALLET,DEBIT,Shah Alam,17,1,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.71,NORMAL,No unusual spending behavior detected
TXN000427,U001,2025-06-25 16:39:00,42.25,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Shah Alam,16,2,False,AFTERNOON,71.84,34.34,263,71.35,45,-0.86,NORMAL,No unusual spending behavior detected
TXN000428,U001,2025-06-25 18:21:00,46.42,PETRONAS,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,18,2,False,EVENING,83.21,22.89,142,83.28,55,-1.61,NORMAL,No unusual spending behavior detected
TXN000429,U001,2025-06-26 10:00:00,56.15,LAZADA,Shopping,E-WALLET,DEBIT,Shah Alam,10,3,False,MORNING,287.1,137.94,177,299.9,51,-1.67,NORMAL,No unusual spending behavior detected
TXN000430,U001,2025-06-27 15:53:00,96.91,SETEL,Fuel,E-WALLET,DEBIT,Petaling Jaya,15,4,False,AFTERNOON,83.21,22.89,142,85.28,42,0.6,NORMAL,No unusual spending behavior detected
TXN000431,U001,2025-06-27 21:19:00,132.68,LAZADA,Shopping,DEBIT CARD,DEBIT,Kuala Lumpur,21,4,False,EVENING,287.1,137.94,177,299.9,51,-1.12,NORMAL,No unusual spending behavior detected
TXN000432,U001,2025-06-28 12:54:00,14.44,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Kuala Lumpur,12,5,True,AFTERNOON,27.72,12.25,129,27.53,54,-1.08,NORMAL,No unusual spending behavior detected
TXN000433,U001,2025-06-29 11:54:00,11.83,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Petaling Jaya,11,6,True,MORNING,27.72,12.25,129,27.53,54,-1.3,NORMAL,No unusual spending behavior detected
TXN000434,U001,2025-06-30 14:47:00,117.22,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,14,0,False,AFTERNOON,71.84,34.34,263,75.97,49,1.32,NORMAL,No unusual spending behavior detected
TXN000436,U001,2025-07-01 09:36:00,42.0,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,9,1,False,MORNING,83.21,22.89,142,81.18,45,-1.8,NORMAL,No unusual spending behavior detected
TXN000435,U001,2025-07-01 16:03:00,34.92,TNG TRANSIT,Transport,E-WALLET,DEBIT,Kuala Lumpur,16,1,False,AFTERNOON,27.72,12.25,129,27.53,54,0.59,NORMAL,No unusual spending behavior detected
TXN000437,U001,2025-07-01 18:40:00,355.85,LAZADA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,18,1,False,EVENING,287.1,137.94,177,299.9,51,0.5,NORMAL,No unusual spending behavior detected
TXN000438,U001,2025-07-02 11:15:00,19.61,RAPIDKL,Transport,E-WALLET,DEBIT,Petaling Jaya,11,2,False,MORNING,27.72,12.25,129,26.39,39,-0.66,NORMAL,No unusual spending behavior detected
TXN000440,U001,2025-07-03 09:54:00,35.14,TNG TRANSIT,Transport,E-WALLET,DEBIT,Shah Alam,9,3,False,MORNING,27.72,12.25,129,27.53,54,0.61,NORMAL,No unusual spending behavior detected
TXN000441,U001,2025-07-03 14:11:00,82.92,GIANT,Grocery,DEBIT CARD,DEBIT,Shah Alam,14,3,False,AFTERNOON,141.85,61.78,177,122.73,45,-0.95,NORMAL,No unusual spending behavior detected
TXN000442,U001,2025-07-03 16:55:00,57.57,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Shah Alam,16,3,False,AFTERNOON,71.84,34.34,263,75.97,49,-0.42,NORMAL,No unusual spending behavior detected
TXN000439,U001,2025-07-03 17:00:00,81.57,TEXAS CHICKEN,Food,DEBIT CARD,DEBIT,Petaling Jaya,17,3,False,AFTERNOON,71.84,34.34,263,75.97,49,0.28,NORMAL,No unusual spending behavior detected
TXN000443,U001,2025-07-04 15:31:00,172.03,GIANT,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,15,4,False,AFTERNOON,141.85,61.78,177,122.73,45,0.49,NORMAL,No unusual spending behavior detected
TXN000446,U001,2025-07-05 13:29:00,83.86,SHOPEE,Shopping,E-WALLET,DEBIT,Petaling Jaya,13,5,True,AFTERNOON,287.1,137.94,177,252.19,45,-1.47,NORMAL,No unusual spending behavior detected
TXN000444,U001,2025-07-05 17:16:00,60.98,MCDONALDS,Food,DEBIT CARD,DEBIT,Petaling Jaya,17,5,True,AFTERNOON,71.84,34.34,263,65.96,57,-0.32,NORMAL,No unusual spending behavior detected
TXN000445,U001,2025-07-05 19:33:00,143.67,KFC,Food,E-WALLET,DEBIT,Kuala Lumpur,19,5,True,EVENING,71.84,34.34,263,70.94,50,2.09,HIGH_AMOUNT,Transaction amount is significantly higher than your usual category spending
TXN000447,U001,2025-07-06 18:07:00,225.46,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Kuala Lumpur,18,6,True,EVENING,141.85,61.78,177,146.37,36,1.35,NORMAL,No unusual spending behavior detected
TXN000448,U001,2025-07-06 20:56:00,84.67,SETEL,Fuel,DEBIT CARD,DEBIT,Petaling Jaya,20,6,True,EVENING,83.21,22.89,142,85.28,42,0.06,NORMAL,No unusual spending behavior detected
TXN000450,U001,2025-07-07 09:00:00,69.86,SHELL,Fuel,DEBIT CARD,DEBIT,Shah Alam,9,0,False,MORNING,83.21,22.89,142,81.18,45,-0.58,NORMAL,No unusual spending behavior detected
TXN000449,U001,2025-07-07 11:02:00,78.21,SHOPEE,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,11,0,False,MORNING,287.1,137.94,177,252.19,45,-1.51,NORMAL,No unusual spending behavior detected
TXN000451,U001,2025-07-07 13:13:00,68.18,MCDONALDS,Food,E-WALLET,DEBIT,Kuala Lumpur,13,0,False,AFTERNOON,71.84,34.34,263,65.96,57,-0.11,NORMAL,No unusual spending behavior detected
TXN000452,U001,2025-07-07 21:03:00,14.1,RAPIDKL,Transport,DEBIT CARD,DEBIT,Petaling Jaya,21,0,False,EVENING,27.72,12.25,129,26.39,39,-1.11,NORMAL,No unusual spending behavior detected
TXN000454,U001,2025-07-08 09:19:00,119.98,MCDONALDS,Food,E-WALLET,DEBIT,Petaling Jaya,9,1,False,MORNING,71.84,34.34,263,65.96,57,1.4,NORMAL,No unusual spending behavior detected
TXN000453,U001,2025-07-08 12:21:00,99.49,SETEL,Fuel,E-WALLET,DEBIT,Shah Alam,12,1,False,AFTERNOON,83.21,22.89,142,85.28,42,0.71,NORMAL,No unusual spending behavior detected
TXN000455,U001,2025-07-08 19:14:00,53.26,SHELL,Fuel,DEBIT CARD,DEBIT,Shah Alam,19,1,False,EVENING,83.21,22.89,142,81.18,45,-1.31,NORMAL,No unusual spending behavior detected
TXN000457,U001,2025-07-09 18:41:00,19.04,TNG TRANSIT,Transport,E-WALLET,DEBIT,Petaling Jaya,18,2,False,EVENING,27.72,12.25,129,27.53,54,-0.71,NORMAL,No unusual spending behavior detected
TXN000456,U001,2025-07-09 18:59:00,69.12,KFC,Food,E-WALLET,DEBIT,Shah Alam,18,2,False,EVENING,71.84,34.34,263,70.94,50,-0.08,NORMAL,No unusual spending behavior detected
TXN000458,U001,2025-07-09 19:31:00,140.48,AEON,Grocery,E-WALLET,DEBIT,Petaling Jaya,19,2,False,EVENING,141.85,61.78,177,148.39,49,-0.02,NORMAL,No unusual spending behavior detected
TXN000459,U001,2025-07-09 20:33:00,12.55,RAPIDKL,Transport,DEBIT CARD,DEBIT,Shah Alam,20,2,False,EVENING,27.72,12.25,129,26.39,39,-1.24,NORMAL,No unusual spending behavior detected
TXN000460,U001,2025-07-10 09:25:00,30.65,LOCAL CAFE,Food,DEBIT CARD,DEBIT,Shah Alam,9,3,False,MORNING,71.84,34.34,263,75.05,62,-1.2,NORMAL,No unusual spending behavior detected
TXN000462,U001,2025-07-11 12:22:00,188.79,AEON,Grocery,E-WALLET,DEBIT,Shah Alam,12,4,False,AFTERNOON,141.85,61.78,177,148.39,49,0.76,NORMAL,No unusual spending behavior detected
TXN000463,U001,2025-07-11 13:56:00,327.48,IKEA,Shopping,E-WALLET,DEBIT,Petaling Jaya,13,4,False,AFTERNOON,287.1,137.94,177,300.27,46,0.29,NORMAL,No unusual spending behavior detected
TXN000461,U001,2025-07-11 21:29:00,273.43,LAZADA,Shopping,E-WALLET,DEBIT,Petaling Jaya,21,4,False,EVENING,287.1,137.94,177,299.9,51,-0.1,NORMAL,No unusual spending behavior detected
TXN000465,U001,2025-07-12 16:13:00,374.81,LAZADA,Shopping,DEBIT CARD,DEBIT,Petaling Jaya,16,5,True,AFTERNOON,287.1,137.94,177,299.9,51,0.64,NORMAL,No unusual spending behavior detected
TXN000464,U001,2025-07-12 16:37:00,31.92,GRAB*FOOD,Food,E-WALLET,DEBIT,Kuala Lumpur,16,5,True,AFTERNOON,71.84,34.34,263,71.35,45,-1.16,NORMAL,No unusual spending behavior detected
TXN000469,U001,2025-07-13 17:18:00,89.58,VILLAGE GROCER,Grocery,DEBIT CARD,DEBIT,Shah Alam,17,6,True,AFTERNOON,141.85,61.78,177,146.37,36,-0.85,NORMAL,No unusual spending behavior detected
TXN000467,U001,2025-07-13 17:36:00,62.54,SHELL,Fuel,E-WALLET,DEBIT,Petaling Jaya,17,6,True,AFTERNOON,83.21,22.89,142,81.18,45,-0.9,NORMAL,No unusual spending behavior detected
TXN000468,U001,2025-07-13 20:43:00,67.71,SHELL,Fuel,DEBIT CARD,DEBIT,Kuala Lumpur,20,6,True,EVENING,83.21,22.89,142,81.18,45,-0.68,NORMAL,No unusual spending behavior detected
TXN000466,U001,2025-07-13 20:49:00,51.6,MCDONALDS,Food,DEBIT CARD,DEBIT,Shah Alam,20,6,True,EVENING,71.84,34.34,263,65.96,57,-0.59,NORMAL,No unusual spending behavior detected
TXN000470,U001,2025-07-14 17:24:00,77.56,SHELL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,17,0,False,AFTERNOON,83.21,22.89,142,81.18,45,-0.25,NORMAL,No unusual spending behavior detected
TXN000471,U001,2025-07-15 14:10:00,91.2,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,14,1,False,AFTERNOON,71.84,34.34,263,71.35,45,0.56,NORMAL,No unusual spending behavior detected
TXN000472,U001,2025-07-16 21:30:00,85.45,GRAB*FOOD,Food,E-WALLET,DEBIT,Kuala Lumpur,21,2,False,EVENING,71.84,34.34,263,71.35,45,0.4,NORMAL,No unusual spending behavior detected
TXN000473,U001,2025-07-17 13:18:00,166.74,UNIQLO,Shopping,DEBIT CARD,DEBIT,Shah Alam,13,3,False,AFTERNOON,287.1,137.94,177,296.04,35,-0.87,NORMAL,No unusual spending behavior detected
TXN000474,U001,2025-07-17 16:51:00,109.14,LOCAL CAFE,Food,E-WALLET,DEBIT,Kuala Lumpur,16,3,False,AFTERNOON,71.84,34.34,263,75.05,62,1.09,NORMAL,No unusual spending behavior detected
TXN000475,U001,2025-07-18 08:31:00,184.33,SHOPEE,Shopping,E-WALLET,DEBIT,Kuala Lumpur,8,4,False,MORNING,287.1,137.94,177,252.19,45,-0.75,NORMAL,No unusual spending behavior detected
TXN000477,U001,2025-07-18 13:05:00,69.1,KFC,Food,DEBIT CARD,DEBIT,Shah Alam,13,4,False,AFTERNOON,71.84,34.34,263,70.94,50,-0.08,NORMAL,No unusual spending behavior detected
TXN000476,U001,2025-07-18 15:50:00,244.56,VILLAGE GROCER,Grocery,E-WALLET,DEBIT,Shah Alam,15,4,False,AFTERNOON,141.85,61.78,177,146.37,36,1.66,NORMAL,No unusual spending behavior detected
TXN000478,U001,2025-07-19 08:01:00,14.03,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,8,5,True,MORNING,71.84,34.34,263,71.35,45,-1.68,NORMAL,No unusual spending behavior detected
TXN000480,U001,2025-07-19 08:54:00,110.71,SHELL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,8,5,True,MORNING,83.21,22.89,142,81.18,45,1.2,NORMAL,No unusual spending behavior detected
TXN000479,U001,2025-07-19 11:27:00,132.32,UNIQLO,Shopping,E-WALLET,DEBIT,Shah Alam,11,5,True,MORNING,287.1,137.94,177,296.04,35,-1.12,NORMAL,No unusual spending behavior detected
TXN000481,U001,2025-07-19 16:34:00,427.17,IKEA,Shopping,E-WALLET,DEBIT,Shah Alam,16,5,True,AFTERNOON,287.1,137.94,177,300.27,46,1.02,NORMAL,No unusual spending behavior detected
TXN000482,U001,2025-07-20 12:48:00,413.28,IKEA,Shopping,DEBIT CARD,DEBIT,Shah Alam,12,6,True,AFTERNOON,287.1,137.94,177,300.27,46,0.91,NORMAL,No unusual spending behavior detected
TXN000483,U001,2025-07-21 12:28:00,88.89,PETRONAS,Fuel,E-WALLET,DEBIT,Shah Alam,12,0,False,AFTERNOON,83.21,22.89,142,83.28,55,0.25,NORMAL,No unusual spending behavior detected
TXN000484,U001,2025-07-21 14:25:00,49.18,GRAB,Transport,DEBIT CARD,DEBIT,Petaling Jaya,14,0,False,AFTERNOON,27.72,12.25,129,29.45,36,1.75,NORMAL,No unusual spending behavior detected
TXN000485,U001,2025-07-22 13:59:00,117.46,GRAB*FOOD,Food,DEBIT CARD,DEBIT,Petaling Jaya,13,1,False,AFTERNOON,71.84,34.34,263,71.35,45,1.33,NORMAL,No unusual spending behavior detected
TXN000486,U001,2025-07-23 13:32:00,65.54,SETEL,Fuel,E-WALLET,DEBIT,Shah Alam,13,2,False,AFTERNOON,83.21,22.89,142,85.28,42,-0.77,NORMAL,No unusual spending behavior detected
TXN000487,U001,2025-07-23 16:19:00,10.64,GRAB,Transport,E-WALLET,DEBIT,Shah Alam,16,2,False,AFTERNOON,27.72,12.25,129,29.45,36,-1.39,NORMAL,No unusual spending behavior detected
TXN000488,U001,2025-07-24 11:12:00,30.59,TNG TRANSIT,Transport,DEBIT CARD,DEBIT,Petaling Jaya,11,3,False,MORNING,27.72,12.25,129,27.53,54,0.23,NORMAL,No unusual spending behavior detected
TXN000489,U001,2025-07-24 11:59:00,394.72,LAZADA,Shopping,DEBIT CARD,DEBIT,Shah Alam,11,3,False,MORNING,287.1,137.94,177,299.9,51,0.78,NORMAL,No unusual spending behavior detected
TXN000490,U001,2025-07-24 14:55:00,45.95,SHELL,Fuel,E-WALLET,DEBIT,Kuala Lumpur,14,3,False,AFTERNOON,83.21,22.89,142,81.18,45,-1.63,NORMAL,No unusual spending behavior detected
TXN000491,U001,2025-07-24 19:41:00,116.98,MCDONALDS,Food,DEBIT CARD,DEBIT,Kuala Lumpur,19,3,False,EVENING,71.84,34.34,263,65.96,57,1.31,NORMAL,No unusual spending behavior detected
TXN000494,U001,2025-07-25 08:45:00,108.49,GRAB*FOOD,Food,E-WALLET,DEBIT,Kuala Lumpur,8,4,False,MORNING,71.84,34.34,263,71.35,45,1.07,NORMAL,No unusual spending behavior detected
TXN000492,U001,2025-07-25 11:52:00,90.43,AEON,Grocery,E-WALLET,DEBIT,Kuala Lumpur,11,4,False,MORNING,141.85,61.78,177,148.39,49,-0.83,NORMAL,No unusual spending behavior detected
TXN000493,U001,2025-07-25 21:39:00,21.04,RAPIDKL,Transport,E-WALLET,DEBIT,Kuala Lumpur,21,4,False,EVENING,27.72,12.25,129,26.39,39,-0.55,NORMAL,No unusual spending behavior detected
TXN000497,U001,2025-07-26 14:10:00,125.87,MCDONALDS,Food,E-WALLET,DEBIT,Shah Alam,14,5,True,AFTERNOON,71.84,34.34,263,65.96,57,1.57,NORMAL,No unusual spending behavior detected
TXN000495,U001,2025-07-26 19:05:00,16.03,RAPIDKL,Transport,E-WALLET,DEBIT,Petaling Jaya,19,5,True,EVENING,27.72,12.25,129,26.39,39,-0.95,NORMAL,No unusual spending behavior detected
